class name;;Method name;;number of detected pattern;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: int getAttribute(java.lang.String,int)>("coord", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.RestoreDataEdit;;<init>;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = interfaceinvoke r1.<org.jhotdraw.draw.Figure: java.lang.Object getRestoreData()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierTool;;mousePressed;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = virtualinvoke r1.<java.awt.event.MouseEvent: int getClickCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierTool;;addPointToFigure;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.awt.geom.Point2D$Double: boolean equals(java.lang.Object)>(r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierTool;;mouseClicked;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.awt.event.MouseEvent: int getClickCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r1.<java.awt.event.MouseEvent: int getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = virtualinvoke r1.<java.awt.event.MouseEvent: int getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierTool;;mouseDragged;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.awt.event.MouseEvent: int getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;i1 = virtualinvoke r1.<java.awt.event.MouseEvent: int getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.Bezier;;fitCurve;;1
*;; * ;; * ;;r0;;3
*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r0.<java.awt.Polygon: int npoints>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r0.<java.awt.Polygon: int[] xpoints>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r0.<java.awt.Polygon: int[] ypoints>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;fitCurve;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;ArrayRef for param;;$r7 = r0[0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r8 = r0[0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;fitBezierCurve;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;r1 = virtualinvoke r0.<org.jhotdraw.geom.BezierPath: java.awt.geom.Point2D$Double[] toPolygonArray()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = virtualinvoke r0.<org.jhotdraw.geom.BezierPath: boolean isClosed()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.Bezier;;fitCubic;;2
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;ArrayRef for param;;$r10 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r11 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r13 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r14 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r3;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<java.awt.geom.GeneralPath: void curveTo(float,float,float,float,float,float)>($f0, $f1, $f2, $f3, $f4, $f5);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<java.awt.geom.GeneralPath: void curveTo(float,float,float,float,float,float)>($f6, $f7, $f8, $f9, $f10, $f11);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<java.awt.geom.GeneralPath: void curveTo(float,float,float,float,float,float)>($f12, $f13, $f14, $f15, $f16, $f17);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.Bezier;;fitCubic;;2
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;ArrayRef for param;;$r10 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r11 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r13 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r14 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r3;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<org.jhotdraw.geom.BezierPath: void curveTo(double,double,double,double,double,double)>($d5, $d6, $d7, $d8, $d9, $d10);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<org.jhotdraw.geom.BezierPath: void curveTo(double,double,double,double,double,double)>($d11, $d12, $d13, $d14, $d15, $d16);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<org.jhotdraw.geom.BezierPath: void curveTo(double,double,double,double,double,double)>($d18, $d19, $d20, $d21, $d22, $d23);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.Bezier;;generateBezier;;4
*;; * ;; * ;;r1;;6
*;;*;;*;;*;;*;;ArrayRef for param;;$d5 = r1[i6];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d7 = r1[i6];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d19 = r1[i7];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d21 = r1[i7];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d23 = r1[i7];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d25 = r1[i7];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$r13 = virtualinvoke r2.<java.awt.geom.Point2D$Double: java.lang.Object clone()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r3;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$r14 = virtualinvoke r3.<java.awt.geom.Point2D$Double: java.lang.Object clone()>();;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r0;;11
*;;*;;*;;*;;*;;ArrayRef for param;;$r40 = r0[$i11];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r41 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r43 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r45 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r47 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r69 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r70 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r71 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r72 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r81 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r82 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;reparameterize;;2
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;ArrayRef for param;;$d0 = r1[$i6];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;ArrayRef for param;;$r4 = r0[i3];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;newtonRaphsonRootFind;;2
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;ArrayRef for param;;$r12 = r0[$i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r13 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r14 = r0[$i2];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r15 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d21 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d26 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d38 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d44 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;bezierII;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;ArrayRef for param;;$r3 = r0[i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;computeLeftTangent;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;ArrayRef for param;;$r3 = r0[$i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r4 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;computeRightTangent;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;ArrayRef for param;;$r3 = r0[$i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r4 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;computeCenterTangent;;1
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;ArrayRef for param;;$r7 = r0[$i1];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r8 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r10 = r0[i0];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r11 = r0[$i2];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;chordLengthParameterize;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;ArrayRef for param;;$r2 = r0[i2];;pattern detected param  r0 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$r3 = r0[$i8];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;computeMaxError;;3
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;ArrayRef for param;;$d2 = r2[$i6];;pattern detected param  r2 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r3;;2
*;;*;;*;;*;;*;;ArrayRef for param;;r3[0] = $i5;;pattern detected param  r3 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r3[0] = i2;;pattern detected param  r3 must not be null  because used in  ArrayRef 
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;ArrayRef for param;;$r9 = r0[i2];;pattern detected param  r0 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.Bezier;;v2AddII;;2
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2ScaleIII;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2SubII;;2
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2DistanceBetween2Points;;2
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d5 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2Scale;;1
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Point2D$Double: double x> = $d4;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d5 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Point2D$Double: double y> = $d7;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2SquaredLength;;1
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2Add;;3
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;; * ;; * ;;r2;;2
*;;*;;*;;*;;*;;FieldRef for param;;r2.<java.awt.geom.Point2D$Double: double x> = $d2;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r2.<java.awt.geom.Point2D$Double: double y> = $d5;;pattern detected param  r2 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2Negate;;1
*;; * ;; * ;;r0;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r0.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Point2D$Double: double x> = $d1;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r0.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r0 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;r0.<java.awt.geom.Point2D$Double: double y> = $d3;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.geom.Bezier;;v2Dot;;2
*;; * ;; * ;;r0;;2
